"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"1447","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","39","23","FieldNamingConventions","The static field name 'BI_PSP_EnrolleeCaregiver_ErrorMessage' doesn't match '[a-z][a-zA-Z0-9]*'","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#fieldnamingconventions","Code Style","pmd"
"1448","1","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","39","23","VariableNamingConventions","Variables should start with a lowercase character, 'BI_PSP_EnrolleeCaregiver_ErrorMessage' starts with uppercase character.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_codestyle.html#variablenamingconventions","Code Style","pmd"
"1449","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","50","35","StdCyclomaticComplexity","The method 'getEnrolle' has a Standard Cyclomatic Complexity of 12.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"1450","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","50","35","NcssMethodCount","The method 'getEnrolle()' has an NCSS line count of 42","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"1451","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","50","35","CognitiveComplexity","The method 'getEnrolle(String)' has a cognitive complexity of 41, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"1452","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","50","35","CyclomaticComplexity","The method 'getEnrolle(String)' has a cyclomatic complexity of 15.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"1453","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","57","20","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1454","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","72","3","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1455","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","72","3","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1456","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","74","28","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1457","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","83","41","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1458","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","102","28","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1459","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","115","49","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1460","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","134","41","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1461","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","193","60","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1462","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","204","29","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1463","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","250","45","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1464","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","296","44","CognitiveComplexity","The method 'getRandomChallenges(String, String)' has a cognitive complexity of 16, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"1465","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","296","44","CyclomaticComplexity","The method 'getRandomChallenges(String, String)' has a cyclomatic complexity of 12.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"1466","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","310","20","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1467","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","317","30","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1468","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","343","3","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1469","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","376","38","StdCyclomaticComplexity","The method 'updateChallenges' has a Standard Cyclomatic Complexity of 36.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"1470","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","376","38","NcssMethodCount","The method 'updateChallenges()' has an NCSS line count of 122","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"1471","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","376","38","CognitiveComplexity","The method 'updateChallenges(String, String)' has a cognitive complexity of 138, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"1472","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","376","38","CyclomaticComplexity","The method 'updateChallenges(String, String)' has a cyclomatic complexity of 61.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"1473","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","384","23","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1474","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","409","65","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1475","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","416","55","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1476","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","428","15","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1477","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","434","3","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1478","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","434","3","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1479","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","434","3","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1480","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","434","3","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1481","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","434","3","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1482","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","434","3","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1483","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","438","54","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1484","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","459","59","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1485","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","596","4","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1486","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","607","3","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1487","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","658","28","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1488","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","671","60","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1489","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","679","31","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1490","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_ChallengeCtrl.cls","691","3","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1491","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","14","27","ExcessiveClassLength","Avoid really long classes.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#excessiveclasslength","Design","pmd"
"1492","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","14","27","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"1493","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","14","27","StdCyclomaticComplexity","The class 'BI_PSP_CompletedQuestionareS' has a Standard Cyclomatic Complexity of 13 (Highest = 14).","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"1494","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","14","27","CognitiveComplexity","The class 'BI_PSP_CompletedQuestionareS' has a total cognitive complexity of 200 (highest 36), current threshold is 50","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"1495","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","14","27","CyclomaticComplexity","The class 'BI_PSP_CompletedQuestionareS' has a total cyclomatic complexity of 106 (highest 19).","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"1496","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","14","27","TooManyFields","Too many fields","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#toomanyfields","Design","pmd"
"1497","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","77","52","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"1498","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","77","52","StdCyclomaticComplexity","The method 'getCompletedQuestionares' has a Standard Cyclomatic Complexity of 12.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"1499","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","77","52","NcssMethodCount","The method 'getCompletedQuestionares()' has an NCSS line count of 44","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"1500","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","77","52","CognitiveComplexity","The method 'getCompletedQuestionares(String, String)' has a cognitive complexity of 32, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"1501","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","77","52","CyclomaticComplexity","The method 'getCompletedQuestionares(String, String)' has a cyclomatic complexity of 17.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"1502","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","103","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1503","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","137","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1504","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","256","36","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"1505","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","256","36","StdCyclomaticComplexity","The method 'getQstnrcurrentcompleteddate' has a Standard Cyclomatic Complexity of 12.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"1506","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","256","36","NcssMethodCount","The method 'getQstnrcurrentcompleteddate()' has an NCSS line count of 44","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"1507","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","256","36","CognitiveComplexity","The method 'getQstnrcurrentcompleteddate(String)' has a cognitive complexity of 32, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"1508","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","256","36","CyclomaticComplexity","The method 'getQstnrcurrentcompleteddate(String)' has a cyclomatic complexity of 17.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"1509","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","282","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1510","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","316","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1511","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","369","39","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1512","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","421","52","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"1513","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","421","52","StdCyclomaticComplexity","The method 'getQSQcompletedQuestionares1' has a Standard Cyclomatic Complexity of 12.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"1514","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","421","52","NcssMethodCount","The method 'getQSQcompletedQuestionares1()' has an NCSS line count of 44","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"1515","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","421","52","CognitiveComplexity","The method 'getQSQcompletedQuestionares1(String)' has a cognitive complexity of 32, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"1516","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","421","52","CyclomaticComplexity","The method 'getQSQcompletedQuestionares1(String)' has a cyclomatic complexity of 17.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"1517","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","446","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1518","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","480","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1519","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","533","39","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1520","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","601","36","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"1521","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","601","36","StdCyclomaticComplexity","The method 'getQSQExpiredQuestionnaire1' has a Standard Cyclomatic Complexity of 14.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"1522","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","601","36","CognitiveComplexity","The method 'getQSQExpiredQuestionnaire1()' has a cognitive complexity of 36, current threshold is 15","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"1523","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","601","36","CyclomaticComplexity","The method 'getQSQExpiredQuestionnaire1()' has a cyclomatic complexity of 19.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"1524","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","601","36","NcssMethodCount","The method 'getQSQExpiredQuestionnaire1()' has an NCSS line count of 51","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"1525","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","626","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1526","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","660","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"1527","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","739","39","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"1528","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","790","52","ApexDoc","Missing ApexDoc comment","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"1529","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","790","52","StdCyclomaticComplexity","The method 'getQSQcompletedQuestionaressec' has a Standard Cyclomatic Complexity of 12.","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"1530","3","C:\Users\CVHS\Documents\GitHub\ToScan\SonarScan\force-app\main\default\classes\BI_PSP_CompletedQuestionareS.cls","790","52","NcssMethodCount","The method 'getQSQcompletedQuestionaressec()' has an NCSS line count of 44","https://pmd.github.io/pmd-6.55.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
